fire_data2,Serial,FireCategory,FireYear,Area,DistrictName,UnitName,FullFireNumber,FireName,Size_class,EstTotalAcres,Protected_Acres,HumanOrLightning,CauseBy,GeneralCause,SpecificCause,Cause_Comments,Lat_DD,Long_DD,LatLongDD,FO_LandOwnType,Twn,Rng,Sec,Subdiv,LandmarkLocation,County,RegUseZone,RegUseRestriction,Industrial_Restriction,Ign_DateTime,ReportDateTime,Discover_DateTime,Control_DateTime,CreationDate,ModifiedDate,DistrictCode,UnitCode,DistFireNumber
13860,110446,STAT,2018,SOA,Southwest Oregon,Medford,18-711509-18,Davanna Dr 5300,A,0.1,0.1,Human,Ruralist-Paying,Equipment Use,"Other -Equipment Use Related (ie. road const., other i.c.e.)",Home Ran Powerline from House to Shop,42.39345,-122.75967,POINT (-122.75967 42.39345),Rural Residential,36S,1W,36.0,NESE,5.89 miles South of Eagle Poin,Jackson,SW1,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,06/21/2018 02:10:00 PM,06/21/2018 02:10:00 PM,06/21/2018 02:10:00 PM,06/25/2018 12:00:00 PM,06/21/2018 12:00:00 AM,06/21/2018 03:43:00 PM,71,711,509
13862,109996,STAT,2018,EOA,Central Oregon,The Dalles,18-954051-18,Pinemont Drive,A,0.01,0.01,Human,Ruralist-Paying,Debris Burning,Inadequate clearing,Shifting wind cuased fire to escape debris pile,45.57861,-121.54667,POINT (-121.54667 45.57861),Small Woodlands,1N,10E,11.0,SWSW,10 Miles South of Hood River,Hood River,MH1,Outside Closed Fire Season,Outside Closed Fire Season,05/06/2018 10:00:00 AM,05/06/2018 11:54:00 AM,05/06/2018 11:45:00 AM,05/06/2018 01:54:00 PM,05/06/2018 12:00:00 AM,05/07/2018 01:44:00 PM,95,954,051
13865,114728,STAT,2019,EOA,Walker Range - WRFPA,Crescent,19-991202-20,Gilchrist Idiots,A,0.0,0.0,Human,Ruralist-Paying,Miscellaneous,Other - Miscellaneous Related,Unattended campfire,43.47685,-121.68466,POINT (-121.68466 43.47685),Rural Residential,24S,9E,19.0,NESE,Gilchrist,Klamath,WC2,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,07/06/2019 12:01:00 AM,07/06/2019 01:45:00 PM,07/06/2019 01:40:00 PM,07/06/2019 02:11:00 PM,07/06/2019 12:00:00 AM,07/06/2019 04:03:00 PM,99,991,202
13874,110485,STAT,2018,EOA,Central Oregon,John Day,18-952098-18,Cottonwood Creek,B,1.45,1.45,Lightning,Lightning,Lightning,Lightning,Strike Tree Located,44.93083,-120.18472,POINT (-120.18472 44.93083),Small Woodlands,7S,21E,27.0,NENW,,Wheeler,EC1,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,06/21/2018 05:00:00 AM,06/22/2018 02:04:00 PM,06/22/2018 01:30:00 PM,06/24/2018 11:59:00 AM,06/22/2018 12:00:00 AM,06/30/2018 04:10:00 PM,95,952,098
13875,106871,STAT,2017,SOA,Southwest Oregon,Medford,17-711349-17,Bunny Meadows,A,0.1,0.1,Lightning,Lightning,Lightning,Lightning,,42.26747,-123.04312,POINT (-123.04312 42.26747),BLM,38S,3W,15.0,SENW,5.03 miles Southwest of Jackso,Jackson,SW1,Reg Use Closure,Lvl 1 Fire Season Only,06/25/2017 02:07:00 PM,06/25/2017 03:14:00 PM,06/25/2017 03:06:00 PM,06/28/2017 02:00:00 PM,06/27/2017 12:00:00 AM,06/29/2017 05:16:00 PM,71,711,349
13880,108832,STAT,2017,SOA,Southwest Oregon,Grants Pass,17-712447-18,Redwood Hwy. 25320,A,0.1,0.1,Human,Transient,Recreation,"Campfire Left Unattended (camp site, cooking)",Transient cooking fire,42.17985,-123.64453,POINT (-123.64453 42.17985),Small Woodlands,39S,8W,16.0,SENE,1.18 Miles North of Cave Junct,Josephine,SW3,Reg Use Closure,Lvl 3 Restricted Shutdown,08/25/2017 06:00:00 PM,08/25/2017 06:43:00 PM,08/25/2017 06:43:00 PM,08/29/2017 01:24:00 PM,08/26/2017 12:00:00 AM,08/27/2017 11:03:00 AM,71,712,447
13885,125355,STAT,2021,SOA,Southwest Oregon,Medford,21-711526-21,Beagle Rd,B,0.5,0.5,Lightning,Lightning,Lightning,Lightning,,42.53983,-122.92067,POINT (-122.92067 42.53983),Other Private,35S,2W,10.0,NWSE,7.4 miles Southwest of Shady C,Jackson,SW1,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,06/22/2021 03:27:00 PM,06/22/2021 06:21:00 PM,06/22/2021 06:19:00 PM,06/22/2021 09:00:00 PM,07/25/2021 12:00:00 AM,01/05/2022 08:46:00 AM,71,711,526
13887,106748,STAT,2017,EOA,Klamath-Lake,Klamath,17-981125-17,Maupin 164,B,0.62,0.62,Human,Ruralist-Paying,Juveniles,Playing With Fire (Juveniles 12 years and under),Burning weeds,42.07472,-121.42667,POINT (-121.42667 42.07472),Other Private,40S,12E,28.0,SWNE,"4 mi NE of Malin, OR",Klamath,KF1,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,06/21/2017 04:15:00 PM,06/21/2017 04:27:00 PM,06/21/2017 04:20:00 PM,06/21/2017 06:00:00 PM,06/22/2017 12:00:00 AM,06/30/2017 02:25:00 PM,98,981,125
13889,107636,STAT,2017,SOA,Douglas - DFPA,DFPA North,17-731037-18,N. Comstock,B,1.5,1.5,Human,Other-Landowner Related,Juveniles,Other (Juveniles ages 13 to 17),Juvenile started burn pile,43.40111,-123.33278,POINT (-123.33278 43.40111),Rural Residential,25S,5W,17.0,SENE,Sutherlin,Douglas,DG1,Reg Use Closure,Lvl 2 Limited Shutdown,07/25/2017 12:15:00 PM,07/25/2017 12:20:00 PM,07/25/2017 12:20:00 PM,07/25/2017 12:45:00 PM,07/26/2017 12:00:00 AM,07/27/2017 06:24:00 PM,73,731,037
13891,112704,STAT,2018,SOA,Douglas - DFPA,DFPA North,18-731129-19,MP 48 Hwy 38,A,0.01,0.01,Human,Motorist,Equipment Use,Carbon Sparks from Vehicle,,43.66472,-123.36083,POINT (-123.36083 43.66472),State,22S,6W,12.0,SWSE,Umpqua,Douglas,DG1,Reg Use Closure,Lvl 3 Restricted Shutdown,09/03/2018 05:25:00 PM,09/03/2018 05:30:00 PM,09/03/2018 05:30:00 PM,09/03/2018 06:40:00 PM,09/04/2018 12:00:00 AM,10/01/2018 01:06:00 PM,73,731,129
13898,117207,STAT,2019,SOA,Southwest Oregon,Medford,19-711356-20,Romine Creek,B,0.6,0.6,Human,Recreationist,Recreation,Warming Fire Not Extinguished,,42.6883,-122.89633,POINT (-122.89633 42.6883),BLM,33S,2W,23.0,SENE,6.8 miles Northwest of Shady C,Jackson,SW2,Outside Closed Fire Season,Outside Closed Fire Season,11/06/2019 06:00:00 PM,11/07/2019 11:15:00 AM,11/07/2019 11:15:00 AM,11/07/2019 05:00:00 PM,11/07/2019 12:00:00 AM,01/21/2020 09:10:00 AM,71,711,356
13899,127860,STAT,2021,NOA,North Cascade,Santiam,21-582037-22,Neal Pit,A,0.01,0.01,Human,Recreationist,Debris Burning,Unattended,Unattended campfire,44.68389,-122.64764,POINT (-122.64764 44.68389),BLM,10S,1E,23.0,NWSE,6.5 mi S of Lyons,Linn,CM2,Reg Use Closure,Lvl 2 Limited Shutdown,09/07/2021 08:00:00 PM,09/08/2021 11:30:00 AM,09/08/2021 11:20:00 AM,09/08/2021 12:30:00 PM,09/10/2021 12:00:00 AM,09/30/2021 03:27:00 PM,58,582,037
13901,112820,STAT,2018,EOA,Central Oregon,Sisters,18-955059-19,Scalehouse 1150,B,2.88,2.88,Human,Other-Public,Miscellaneous,Warming Fire,Transient Cooking / Warming,43.985,-121.32722,POINT (-121.32722 43.985),Small Woodlands,18S,12E,30.0,NESE,5 Miles South of Bend,Deschutes,WC2,Reg Use Closure,Does Not Apply - Eastern OR,09/09/2018 07:00:00 AM,09/09/2018 07:55:00 AM,09/09/2018 07:55:00 AM,09/10/2018 03:35:00 PM,09/09/2018 12:00:00 AM,12/18/2018 01:03:00 PM,95,955,059
13903,123733,STAT,2021,SOA,Douglas - DFPA,DFPA South,21-732473-21,MP 80 Interstate 5,A,0.01,0.01,Human,Recreationist,Debris Burning,"Burning Prohibited Material (rubber, plastic, etc.See Manual",,42.74528,-123.36806,POINT (-123.36806 42.74528),State,32S,6W,35.0,SENE,,Douglas,DG2,Outside Closed Fire Season,Outside Closed Fire Season,05/19/2021 04:30:00 PM,05/19/2021 04:45:00 PM,05/19/2021 04:35:00 PM,05/19/2021 05:05:00 PM,05/20/2021 12:00:00 AM,06/26/2021 04:16:00 PM,73,732,473
13905,114302,STAT,2019,SOA,Douglas - DFPA,DFPA South,19-732223-19,Beals Creek,A,0.25,0.25,Human,Recreationist,Equipment Use,Carbon Sparks from Vehicle,,42.94314,-123.21406,POINT (-123.21406 42.94314),Small Woodlands,30S,4W,19.0,SWSE,,Douglas,DG2,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,06/13/2019 08:30:00 PM,06/13/2019 08:35:00 PM,06/13/2019 08:30:00 PM,06/13/2019 09:30:00 PM,06/16/2019 12:00:00 AM,07/09/2019 02:19:00 PM,73,732,223
13911,116983,STAT,2019,EOA,Northeast Oregon,Pendleton,19-973035-20,Albee,C,24.5,24.49,Human,Ruralist-Non-Paying,Debris Burning,Burning During Poor Condition,Wind gust caused fire to escape,45.13778,-118.93611,POINT (-118.93611 45.13778),Other Private,5S,31E,14.0,NENW,City of Ukiah,Umatilla,EC1,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,09/23/2019 11:35:00 AM,09/23/2019 11:37:00 AM,09/23/2019 11:35:00 AM,09/23/2019 02:49:00 PM,09/24/2019 12:00:00 AM,09/24/2019 03:55:00 PM,97,973,035
13912,123441,STAT,2021,SOA,Western Lane,Veneta,21-781100-21,Hale Pile,A,0.01,0.01,Human,Other-Landowner Related,Debris Burning,Burning During Poor Condition,Burning during a burn ban- burning piles of pinecones,44.06847,-123.45623,POINT (-123.45623 44.06847),Other Private,17S,6W,30.0,NENE,5.42 miles West of Veneta,Lane,WT1,Outside Closed Fire Season,Outside Closed Fire Season,04/19/2021 11:00:00 AM,04/19/2021 11:30:00 AM,04/19/2021 11:30:00 AM,04/19/2021 11:30:00 AM,04/19/2021 12:00:00 AM,04/19/2021 02:02:00 PM,78,781,100
13913,117291,STAT,2020,EOA,Klamath-Lake,Klamath,20-981093-20,Raccoon 103,A,0.1,0.1,Human,Ruralist-Paying,Arson,Fire to Cause Damage/Injury to Person,,42.29528,-121.37861,POINT (-121.37861 42.29528),Other Private,38S,11E,11.0,NWNE,Raccoon Rd & Warbler Dr,Klamath,KF1,Outside Closed Fire Season,Does Not Apply - Eastern OR,03/21/2020 06:30:00 AM,03/21/2020 06:45:00 AM,03/21/2020 06:41:00 AM,03/21/2020 08:00:00 AM,03/23/2020 12:00:00 AM,04/29/2020 03:11:00 PM,98,981,093
13914,120610,STAT,2020,SOA,South Cascade,Eastern Lane,20-771064-21,Sears rd fire,B,0.35,0.35,Human,Recreationist,Recreation,Campfire Not Extinguished,,43.87735,-123.00975,POINT (-123.00975 43.87735),State,19S,3W,35.0,NENE,Lynx hollow access boat ramp,Lane,EL1,Reg Use Closure,Lvl 3 Restricted Shutdown,08/03/2020 11:00:00 PM,08/24/2020 12:58:00 PM,08/24/2020 12:10:00 PM,08/24/2020 01:20:00 PM,08/24/2020 12:00:00 AM,08/24/2020 03:49:00 PM,77,771,064
13916,119919,STAT,2020,EOA,Central Oregon,Sisters,20-955034-21,Three Creeks 2 0580,A,0.1,0.1,Lightning,Lightning,Lightning,Lightning,Lightning Storm 08/05/20,44.15111,-121.57722,POINT (-121.57722 44.15111),Industrial,16S,10E,31.0,NENW,10 Miles South of Sisters,Deschutes,WC2,Reg Use Closure,Does Not Apply - Eastern OR,08/05/2020 06:00:00 PM,08/05/2020 09:49:00 PM,08/05/2020 09:49:00 PM,08/06/2020 07:56:00 PM,08/06/2020 12:00:00 AM,09/07/2020 12:11:00 PM,95,955,034
13918,107251,STAT,2017,EOA,Central Oregon,Sisters,17-955012-18,R&B #502,A,0.14,0.14,Human,Rancher-Farmer,Equipment Use,Burning Vehicle or Equipment,"Vehicle fire, parked on pavement",44.28667,-121.50528,POINT (-121.50528 44.28667),Rural Residential,15S,10E,11.0,SENW,2 Miles E of Sisters,Deschutes,WC2,Reg Use Closure,Does Not Apply - Eastern OR,07/10/2017 03:50:00 PM,07/10/2017 03:56:00 PM,07/10/2017 03:56:00 PM,07/10/2017 06:36:00 PM,07/10/2017 12:00:00 AM,08/23/2017 12:30:00 PM,95,955,012
13919,107475,STAT,2017,EOA,Central Oregon,John Day,17-952013-18,Faiman Spring,B,1.67,1.67,Lightning,Lightning,Lightning,Lightning,Lightning,44.49873,-118.7436,POINT (-118.7436 44.49873),Other Private,12S,33E,28.0,NWSW,3 Miles  NW of Prairie City,Grant,MA1,Reg Use Closure,Does Not Apply - Eastern OR,07/18/2017 07:05:00 PM,07/18/2017 07:38:00 PM,07/18/2017 07:30:00 PM,07/20/2017 12:00:00 AM,07/18/2017 12:00:00 AM,08/19/2017 12:37:00 PM,95,952,013
13920,127688,STAT,2021,SOA,Southwest Oregon,Medford,21-711282-22,I-5 NB MM 40,A,0.01,0.01,Human,Motorist,Equipment Use,Carbon Sparks from Vehicle,cause most likely result of carbon particles from vehicle,42.4177,-123.00942,POINT (-123.00942 42.4177),Other Private,36S,3W,25.0,NENW,2.56 miles Southeast of Gold H,Jackson,SW1,Reg Use Closure,Lvl 4 Complete Shutdown,09/02/2021 07:26:00 PM,09/02/2021 07:27:00 PM,09/02/2021 07:27:00 PM,09/02/2021 07:38:00 PM,09/03/2021 12:00:00 AM,09/07/2021 04:48:00 PM,71,711,282
13922,107066,STAT,2017,EOA,Klamath-Lake,Klamath,17-981004-18,Lone Pine 226,A,0.25,0.25,Human,Ruralist-Paying,Debris Burning,Inadequate Resources to Control,Resident lost control of burn barrel,42.61,-121.67167,POINT (-121.67167 42.61),Other Private,34S,9E,20.0,NENE,3 mi S Crawford Butte,Klamath,KF1,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,07/03/2017 03:00:00 PM,07/03/2017 03:36:00 PM,07/03/2017 03:36:00 PM,07/03/2017 05:12:00 PM,07/03/2017 12:00:00 AM,10/01/2017 02:08:00 PM,98,981,004
13923,122322,STAT,2020,SOA,Southwest Oregon,Medford,20-711266-21,S. Obenchain,G,32589.0,32589.0,Human,Public Utility,Equipment Use,Powerlines - Other,,42.47755,-122.67286,POINT (-122.67286 42.47755),BLM,35S,1E,35.0,SESW,6.65 miles East of Eagle Point,Jackson,SW1,Reg Use Closure,Lvl 4 Complete Shutdown,09/08/2020 01:45:00 PM,09/08/2020 01:49:00 PM,09/08/2020 01:45:00 PM,11/16/2020 08:30:00 AM,09/13/2020 12:00:00 AM,11/20/2020 02:11:00 PM,71,711,266
13924,116773,STAT,2019,SOA,Douglas - DFPA,DFPA South,19-732252-20,Johnny Hutch,A,0.1,0.1,Lightning,Lightning,Lightning,Lightning,,43.03611,-122.87833,POINT (-122.87833 43.03611),USFS,29S,1W,19.0,SWSW,Tiller,Douglas,UA2,Reg Use Closure,Lvl 2 Limited Shutdown,09/05/2019 07:00:00 PM,09/06/2019 06:44:00 PM,09/06/2019 06:40:00 PM,09/06/2019 08:30:00 PM,09/09/2019 12:00:00 AM,09/15/2019 04:09:00 PM,73,732,252
13925,123865,STAT,2021,SOA,Southwest Oregon,Medford,21-711470-21,S.F. Little Butte Crk 45,A,0.1,0.1,Human,Other-Landowner Related,Miscellaneous,Burning Building,Most probable electrical from structure,42.38817,-122.5998,POINT (-122.5998 42.38817),Small Woodlands,37S,2E,4.0,NWNW,10.84 miles South of Butte Fal,Jackson,SW1,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,06/01/2021 07:00:00 AM,06/01/2021 07:02:00 AM,06/01/2021 07:02:00 AM,06/01/2021 08:24:00 AM,06/01/2021 12:00:00 AM,06/12/2021 11:20:00 AM,71,711,470
13927,120308,STAT,2020,NOA,Forest Grove,Forest Grove,20-531020-21,Latham Road Field Fire,B,1.5,1.0,Human,Rancher-Farmer,Equipment Use,Mowing - Agriculture,Swather started fire,45.11353,-123.34444,POINT (-123.34444 45.11353),Other Private,5S,5W,30.0,NENE,Berkey Creek,Yamhill,NW3,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,08/14/2020 10:30:00 AM,08/14/2020 10:39:00 AM,08/14/2020 10:35:00 AM,08/14/2020 01:35:00 PM,08/14/2020 12:00:00 AM,08/16/2020 07:55:00 PM,53,531,020
13930,127753,STAT,2021,SOA,South Cascade,Sweet Home,21-772059-22,Fairview Rd 237,A,0.1,0.1,Human,Other-Public,Miscellaneous,Burning Building,House fire with wildland spread.,44.4451,-122.78797,POINT (-122.78797 44.4451),Rural Residential,13S,1W,15.0,NENE,3.85 mi SE Waterloo,Linn,LN1,Reg Use Closure,Lvl 3 Restricted Shutdown,09/05/2021 04:15:00 PM,09/05/2021 04:16:00 PM,09/05/2021 04:15:00 PM,09/05/2021 05:25:00 PM,09/05/2021 12:00:00 AM,09/10/2021 12:25:00 PM,77,772,059
13931,109648,STAT,2017,EOA,Central Oregon,Prineville,17-951026-18,Turner Creek,B,0.26,0.26,Human,Ruralist-Paying,Debris Burning,Burning During Poor Condition,small warming fire in cheatgrass with 15mph winds,44.45111,-120.84306,POINT (-120.84306 44.45111),Rural Residential,13S,16E,8.0,SWSW,10 miles north of Prineville,Crook,WC1,Reg Use Closure,Does Not Apply - Eastern OR,10/01/2017 02:20:00 PM,10/01/2017 02:31:00 PM,10/01/2017 02:20:00 PM,10/08/2017 12:00:00 AM,10/03/2017 12:00:00 AM,10/08/2017 11:59:00 AM,95,951,026
13934,116627,STAT,2019,SOA,Southwest Oregon,Grants Pass,19-712585-20,Fry Gulch,A,0.01,0.01,Lightning,Lightning,Lightning,Lightning,Lightning,42.60348,-123.14225,POINT (-123.14225 42.60348),Other Private,34S,4W,23.0,SENW,11.66 miles N of RR,Jackson,SW3,Reg Use Closure,Lvl 2 Limited Shutdown,09/05/2019 01:30:00 AM,09/05/2019 10:00:00 PM,09/05/2019 10:00:00 PM,09/09/2019 02:12:00 PM,09/07/2019 12:00:00 AM,09/11/2019 05:57:00 PM,71,712,585
13935,123916,STAT,2021,SOA,Southwest Oregon,Medford,21-711475-21,Willy Rock,A,0.02,0.02,Human,Other Forest Mgt. Worker,Debris Burning,Industrial- Slash-Failure to Adequately Mop Up,failure to patrol and mop up,42.70611,-122.79417,POINT (-122.79417 42.70611),BLM,33S,1W,14.0,SENW,Willy Rock,Jackson,SW2,Reg Use Closure,Lvl 1 Fire Season Only,03/09/2021 02:00:00 PM,06/04/2021 10:12:00 AM,06/04/2021 08:31:00 AM,06/04/2021 11:36:00 AM,06/04/2021 12:00:00 AM,07/02/2021 03:25:00 PM,71,711,475
13939,107753,STAT,2017,NOA,West Oregon,Dallas,17-552008-18,Gooseneck Ditch Fire,A,0.1,0.1,Human,Other-Landowner Related,Equipment Use,Mowing - Residential,,45.01099,-123.43584,POINT (-123.43584 45.01099),Other Private,6S,6W,33.0,NWNW,Gooseneck Road,Polk,WO1,Reg Use Closure,Lvl 1 Fire Season Only,07/27/2017 03:44:00 PM,07/27/2017 03:49:00 PM,07/27/2017 03:48:00 PM,07/27/2017 03:59:00 PM,07/27/2017 12:00:00 AM,07/28/2017 05:28:00 PM,55,552,008
13944,111091,STAT,2018,SOA,Southwest Oregon,Medford,18-711086-19,I5 SB Exit 40,A,0.01,0.0,Human,Transient,Recreation,Campfire Not Extinguished,Transiet cooking fire spread to wildland,42.4258,-123.043,POINT (-123.043 42.4258),State,36S,3W,22.0,SENW,0.84 miles Southeast of Gold H,Jackson,SW1,Reg Use Closure,Lvl 2 Limited Shutdown,07/14/2018 04:00:00 PM,07/14/2018 04:03:00 PM,07/14/2018 04:03:00 PM,07/17/2018 02:00:00 PM,07/14/2018 12:00:00 AM,08/13/2018 01:54:00 PM,71,711,086
13945,113876,STAT,2019,NOA,Forest Grove,Forest Grove,19-531086-19,High Heaven Fire,C,24.0,24.0,Human,Other-Landowner Related,Debris Burning,Burning During Poor Condition,Landowner did not have a burn permit or Notification,45.26111,-123.31072,POINT (-123.31072 45.26111),Other Private,3S,5W,33.0,SESW,High Heaven Repeater,Yamhill,NW3,Outside Closed Fire Season,Outside Closed Fire Season,04/30/2019 01:35:00 PM,04/30/2019 01:35:00 PM,04/30/2019 01:35:00 PM,05/02/2019 06:00:00 PM,04/30/2019 12:00:00 AM,02/12/2020 02:11:00 PM,53,531,086
13947,117483,STAT,2020,EOA,Walker Range - WRFPA,Crescent,20-991226-20,0,A,0.02,0.02,Human,Rancher-Farmer,Debris Burning,Agricultural,escaped burn pile,43.53987,-121.62665,POINT (-121.62665 43.53987),Agriculture,23S,9E,34.0,NENE,North Gilchrist,Klamath,WC2,Outside Closed Fire Season,Does Not Apply - Eastern OR,05/05/2020 01:30:00 PM,05/05/2020 02:00:00 PM,05/05/2020 01:55:00 PM,05/05/2020 02:40:00 PM,05/06/2020 12:00:00 AM,05/06/2020 08:59:00 AM,99,991,226
13949,127169,STAT,2021,SOA,Douglas - DFPA,DFPA Central,21-733186-22,Buck Shot,B,0.5,0.5,Lightning,Lightning,Lightning,Lightning,,43.18708,-123.00881,POINT (-123.00881 43.18708),BLM,27S,3W,25.0,NWSW,8.92 miles Southeast of Glide,Douglas,DG1,Reg Use Closure,Lvl 3 Restricted Shutdown,08/01/2021 07:30:00 PM,08/01/2021 07:42:00 PM,08/01/2021 07:40:00 PM,08/02/2021 02:00:00 AM,08/13/2021 12:00:00 AM,08/20/2021 10:39:00 AM,73,733,186
13953,123864,STAT,2021,SOA,Western Lane,Veneta,21-781117-21,Sturtevant,A,0.01,0.01,Human,Other-Landowner Related,Debris Burning,Other - Burning Related,Escaped debris pile,43.98644,-123.34065,POINT (-123.34065 43.98644),Other Private,18S,5W,19.0,SESW,4.33 miles south of Veneta,Lane,WT1,Outside Closed Fire Season,Outside Closed Fire Season,05/30/2021 02:30:00 PM,05/30/2021 02:30:00 PM,05/30/2021 02:30:00 PM,05/30/2021 02:50:00 PM,05/30/2021 12:00:00 AM,06/07/2021 09:59:00 AM,78,781,117
13954,117379,STAT,2020,SOA,Southwest Oregon,Medford,20-711380-20,Denman,A,0.25,0.25,Human,Transient,Arson,Caused due to Emotional Dysfunction/Distress,Lloyd Sinclair intentionally lit to clear the area,42.45032,-122.86998,POINT (-122.86998 42.45032),State,36S,1W,7.0,SESW,3.76 miles Southwest of Eagle,Jackson,SW1,Outside Closed Fire Season,Outside Closed Fire Season,04/21/2020 12:00:00 AM,04/21/2020 01:08:00 PM,04/21/2020 01:08:00 PM,04/24/2020 07:00:00 PM,04/22/2020 12:00:00 AM,05/12/2020 01:33:00 PM,71,711,380
13955,117552,STAT,2020,SOA,Southwest Oregon,Grants Pass,20-712903-20,Birdseye Creek 1849,A,0.25,0.25,Human,Ruralist-Paying,Debris Burning,Unattended,Unattended open burn with spread onto BLM,42.37655,-123.16128,POINT (-123.16128 42.37655),Rural Residential,37S,4W,3.0,SESW,4.14 miles S of RR,Jackson,SW3,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,05/11/2020 12:25:00 PM,05/11/2020 12:25:00 PM,05/11/2020 12:25:00 PM,05/18/2020 10:50:00 AM,05/12/2020 12:00:00 AM,05/18/2020 11:11:00 AM,71,712,903
13956,122030,STAT,2020,NOA,West Oregon,Toledo,20-553020-21,Terrace,B,0.3,0.3,Human,Public Utility,Equipment Use,Powerlines - Weather,,44.41244,-124.00209,POINT (-124.00209 44.41244),Rural Residential,13S,11W,27.0,SENE,HWY 34 MP 4,Lane,WO1,Reg Use Closure,Lvl 2 Limited Shutdown,09/08/2020 01:05:00 AM,09/08/2020 01:10:00 AM,09/08/2020 01:06:00 AM,09/08/2020 03:00:00 PM,09/08/2020 12:00:00 AM,11/03/2020 10:12:00 AM,55,553,020
13958,122426,STAT,2020,SOA,Southwest Oregon,Medford,20-711303-21,Antioch Rd 14853,A,0.1,0.1,Human,Ruralist-Paying,Smoking,Other - Smoker Related,Fire started in smoking area and spread to trailer,42.52483,-122.906,POINT (-122.906 42.52483),Rural Residential,35S,2W,14.0,NESW,6.38 miles Northwest of Eagle,Jackson,SW1,Reg Use Closure,Lvl 3 Restricted Shutdown,09/16/2020 12:12:00 AM,09/16/2020 12:13:00 AM,09/16/2020 12:13:00 AM,09/16/2020 12:43:00 AM,09/16/2020 12:00:00 AM,10/13/2020 10:46:00 AM,71,711,303
13960,126566,STAT,2021,SOA,Douglas - DFPA,DFPA Central,21-733493-21,South Dr Cr,A,0.25,0.25,Human,Rancher-Farmer,Equipment Use,Mowing - Agriculture,,43.18528,-123.20278,POINT (-123.20278 43.18528),Other Private,27S,4W,29.0,SWSW,Roseburg,Douglas,DG1,Reg Use Closure,Lvl 1 Fire Season Only,06/01/2021 01:00:00 PM,06/01/2021 01:02:00 PM,06/01/2021 01:00:00 PM,06/01/2021 01:20:00 PM,07/30/2021 12:00:00 AM,07/30/2021 12:39:00 PM,73,733,493
13963,117193,STAT,2019,EOA,Klamath-Lake,Klamath,19-981088-20,Cameron Drive 410,B,1.42,1.42,Human,Rancher-Farmer,Debris Burning,Unattended,,42.55944,-121.37,POINT (-121.37 42.55944),Other Private,35S,11E,2.0,SESE,Cameron Drive (Tablelands),Klamath,KF1,Outside Closed Fire Season,Does Not Apply - Eastern OR,10/26/2019 06:30:00 PM,10/26/2019 08:30:00 PM,10/26/2019 06:30:00 PM,10/27/2019 01:00:00 PM,10/26/2019 12:00:00 AM,12/09/2019 12:00:00 PM,98,981,088
13968,127153,STAT,2021,NOA,North Cascade,Molalla,21-581015-22,Howard Mills Line,A,0.01,0.01,Human,Public Utility,Miscellaneous,Other - Miscellaneous Related,Electric transformer blew,45.22408,-122.51803,POINT (-122.51803 45.22408),County,4S,2E,14.0,SENE,6 miles NE of Molalla,Clackamas,CM1,Reg Use Closure,Lvl 2 Limited Shutdown,08/11/2021 06:30:00 PM,08/11/2021 06:30:00 PM,08/11/2021 06:30:00 PM,08/11/2021 07:00:00 PM,08/12/2021 12:00:00 AM,09/24/2021 04:37:00 PM,58,581,015
13969,124801,STAT,2021,SOA,Southwest Oregon,Grants Pass,21-712064-22,Walker Mountain,A,0.03,0.03,Human,Recreationist,Recreation,Firearms - General,Shooting; Bullet hit a rock and caused sparks,42.53838,-123.30881,POINT (-123.30881 42.53838),BLM,35S,5W,9.0,SWSW,6.93 miles North of Grants Pas,Josephine,SW3,Reg Use Closure,Lvl 2 Limited Shutdown,07/07/2021 08:24:00 PM,07/07/2021 09:12:00 PM,07/07/2021 09:11:00 PM,07/10/2021 10:40:00 AM,07/08/2021 12:00:00 AM,07/20/2021 12:13:00 PM,71,712,064
13971,127431,STAT,2021,SOA,Western Lane,Veneta,21-781058-22,Green Creek Car,A,0.01,0.01,Human,Motorist,Equipment Use,Burning Vehicle or Equipment,Fire was caused by a vehicle fire that spread to wildland,44.09879,-123.43097,POINT (-123.43097 44.09879),County,17S,6W,16.0,NWNW,,Lane,WT1,Closed Fire Season Lvl 1,Lvl 3 Restricted Shutdown,08/21/2021 07:00:00 PM,08/21/2021 07:10:00 PM,08/21/2021 07:10:00 PM,08/21/2021 07:45:00 PM,08/22/2021 12:00:00 AM,09/09/2021 04:00:00 PM,78,781,058
